cuda/flash_decode_f16.cu	0.0%	0	attention.rs/src/kernels/src/flash/flash_decode_paged.cuh
cuda/flash_decode_tiled_probe.cu	0.0%	0	vllm/csrc/libtorch_stable/kimi_k3/fused_kda_decode_kernel.cu
cuda/flash_dit_bf16.cu	0.0%	0	llama.cpp/ggml/src/ggml-cuda/fattn-vec.cuh
cuda/flash_prefill_f16.cu	0.0%	0	llama.cpp/ggml/src/ggml-cuda/fattn-vec.cuh
cuda/flashdecode_tc/flashdecode_tc.cu	0.0%	0	llama.cpp/ggml/src/ggml-cuda/fattn-vec.cuh
cuda/fused_norm_f16.cu	0.0%	0	vllm/csrc/libtorch_stable/moe/moe_align_sum_kernels.cu
cuda/gptoss_flash_decode.cu	0.0%	0	attention.rs/src/kernels/src/flash/flash_decode_paged.cuh
cuda/marlin/dequant.h	0.0%	0	-
cuda/marlin/kernel.h	0.0%	0	-
cuda/marlin/marlin.cuh	0.0%	0	-
cuda/marlin/marlin_awq_f16_m16.cu	0.0%	0	-
cuda/marlin/marlin_awq_f16_m32.cu	0.0%	0	-
cuda/marlin/marlin_awq_f16_m8.cu	0.0%	0	-
cuda/marlin/marlin_dtypes.cuh	0.0%	0	-
cuda/marlin/marlin_launcher.cu	0.0%	0	vllm/csrc/libtorch_stable/quantization/marlin/marlin.cu
cuda/marlin/marlin_mma.h	0.0%	0	vllm/csrc/libtorch_stable/quantization/marlin/marlin_mma.h
cuda/marlin/marlin_template.h	0.0%	0	vllm/csrc/libtorch_stable/moe/marlin_moe_wna16/marlin_template.h
cuda/marlin/scalar_type.hpp	0.0%	0	-
cuda/mmq_gguf/mmq_common.cuh	0.0%	0	candle/candle-kernels/src/mmq_gguf/mmq_common.cuh
cuda/mmq_gguf/mmq_gguf.cuh	4.4%	31	candle/candle-kernels/src/mmq_gguf/mmq_gguf.cuh
cuda/mmq_gguf/mmq_instance_q2_k.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q3_k.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q4_0.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q4_1.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q4_k.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q5_0.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q5_1.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q5_k.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q6_k.cu	0.0%	0	-
cuda/mmq_gguf/mmq_instance_q8_0.cu	0.0%	0	-
cuda/mmq_gguf/mmq_launch.cuh	0.0%	0	candle/candle-kernels/src/mmq_gguf/mmq_instance_q8_0.cu
cuda/mmq_gguf/mmq_mma.cuh	14.3%	20	candle/candle-kernels/src/mmq_gguf/mmq_mma.cuh
cuda/mmq_gguf/mmq_quantize.cu	0.0%	0	candle/candle-kernels/src/mmq_gguf/mmq_quantize.cu
cuda/mmq_gguf/mmq_vecdotq.cuh	0.0%	0	candle/candle-kernels/src/mmq_gguf/mmq_vecdotq.cuh
cuda/moe/add_rms_norm.cu	7.9%	3	candle/candle-kernels/src/quantized.cu
cuda/moe/attn_post_qkv.cu	0.0%	0	candle/candle-kernels/src/quantized.cu
cuda/moe/deltanet_gate.cu	0.0%	0	attention.rs/src/kernels/src/fp8_moe_cutlass.cu
cuda/moe/dense_q4k_imma_m8.cu	0.0%	0	candle/candle-kernels/src/mmq_gguf/mmq_gguf.cuh
cuda/moe/dense_q5k_imma_m8.cu	0.0%	0	llama.cpp/ggml/src/ggml-cuda/fwht.cu
cuda/moe/fused_conv_silu.cu	0.0%	0	candle/candle-kernels/src/quantized.cu
cuda/moe/gate_gemv.cu	0.0%	0	llama.cpp/ggml/src/ggml-cuda/argsort.cu
cuda/moe/gate_topk.cu	6.6%	17	llama.cpp/ggml/src/ggml-cuda/topk-moe.cu
cuda/moe/gated_delta_net.cu	12.8%	5	llama.cpp/ggml/src/ggml-cuda/gated_delta_net.cu
cuda/moe/gguf.cuh	3.5%	10	candle/candle-kernels/src/quantized.cu
cuda/moe/head_rmsnorm.cu	0.0%	0	-
cuda/moe/kv_residual_scatter.cu	0.0%	0	attention.rs/src/kernels/src/dsa_lightning_indexer.cu
cuda/moe/l2norm_gqa.cu	0.0%	0	-
cuda/moe/lfm2_shortconv_f16.cu	0.0%	0	attention.rs/src/kernels/src/gdn.cu
cuda/moe/moe_gguf.cu	0.0%	0	candle/candle-kernels/src/moe/moe_gguf.cu
cuda/moe/moe_q4k_imma_m8.cu	2.5%	3	candle/candle-kernels/src/moe/moe_gguf.cu
cuda/moe/moe_q4k_imma_m8_down.cu	7.8%	7	candle/candle-kernels/src/moe/moe_gguf.cu
cuda/moe/moe_utils.cuh	0.0%	0	candle/candle-kernels/src/quantized.cu
cuda/moe/moe_wmma_gguf.cu	0.0%	0	candle/candle-kernels/src/moe/moe_wmma_gguf.cu
cuda/moe/mxfp4_moe.cuh	0.0%	0	candle/candle-kernels/src/mmq_gguf/mmq_vecdotq.cuh
cuda/moe/rms_qmatmul.cu	0.0%	0	candle/candle-kernels/src/quantized.cu
cuda/moe/zgate_rmsnorm.cu	0.0%	0	vllm/csrc/rocm/q_gemm_rdna3_wmma.cu
cuda/q4k_mmvq_imma.cu	0.0%	0	llama.cpp/ggml/src/ggml-cuda/fwht.cu
cuda/sampling.cu	4.2%	3	candle/candle-kernels/src/quantized.cu
src/api/anthropic.rs	1.9%	4	vllm.rs/src/server/claude_server.rs
src/api/assist.rs	0.0%	0	vllm/rust/src/chat/src/event.rs
src/api/client.rs	0.0%	0	vllm/rust/src/bench/src/sweep.rs
src/api/gate.rs	0.0%	0	vllm/rust/src/engine-core-client/src/client/state.rs
src/api/handlers/anthropic_api.rs	0.0%	0	vllm/rust/src/server/src/middleware/load.rs
src/api/handlers/audio/conversation.rs	0.0%	0	vllm/rust/src/server/src/routes/metrics.rs
src/api/handlers/audio/decode.rs	0.2%	3	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/audio/tests.rs	0.5%	3	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/audio/transcribe.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/audio/voice.rs	0.0%	0	candle/candle-datasets/src/batcher.rs
src/api/handlers/audio/wav.rs	0.0%	0	vllm/rust/src/bench/src/tiktoken.rs
src/api/handlers/audio/whisper.rs	0.0%	0	vllm/rust/src/engine-core-client/src/metrics.rs
src/api/handlers/media/discover.rs	5.2%	9	candle/candle-datasets/src/vision/cifar.rs
src/api/handlers/media/family.rs	0.0%	0	vllm/rust/src/engine-core-client/src/metrics.rs
src/api/handlers/media/generate.rs	0.0%	0	vllm/rust/src/engine-core-client/src/metrics.rs
src/api/handlers/media/header_discovery_tests.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/api/handlers/media/request.rs	2.1%	3	candle/candle-metal-kernels/src/kernel.rs
src/api/handlers/media/respond.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/media/tests.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/media/video.rs	0.6%	4	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/mod.rs	0.0%	0	vllm/rust/src/server/src/middleware/load.rs
src/api/handlers/model_manager.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/api/handlers/ollama/chat.rs	0.0%	0	candle/candle-examples/examples/voxtral/model.rs
src/api/handlers/ollama/embed.rs	0.0%	0	vllm/rust/src/server/src/routes/abort_requests.rs
src/api/handlers/ollama/models.rs	0.7%	3	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/ollama/options.rs	0.4%	3	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/ollama/tests.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/openai/mod.rs	0.3%	3	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/openai/tests.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/handlers/prompt_format.rs	1.8%	6	candle/candle-examples/examples/rwkv/main.rs
src/api/handlers/separate.rs	1.2%	3	candle/candle-examples/src/audio.rs
src/api/handlers/system.rs	0.7%	3	candle/candle-metal-kernels/src/kernel.rs
src/api/handlers/tests.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/mod.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/api/rate_limiter.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/api/tool_calls.rs	0.7%	3	vllm.rs/src/tools/parser.rs
src/api/types/deserialize_helper_tests.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/api/types/mod.rs	3.6%	7	vllm/rust/src/server/src/routes/openai/utils/types.rs
src/bin/loken.rs	0.0%	0	vllm.rs/src/core/engine.rs
src/bin/lokend.rs	0.0%	0	vllm/rust/src/cmd/src/main.rs
src/cli.rs	0.0%	0	vllm.rs/src/core/engine.rs
src/config.rs	0.0%	0	vllm/rust/src/cmd/src/cli.rs
src/cpu/topology.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/cluster.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/cluster_runtime.rs	0.0%	0	vllm/rust/src/bench/src/sweep.rs
src/distributed/cut_plan.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/device_manager.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/discovery.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/evidence.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/kv_tiers.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/layer_scheduler.rs	0.0%	0	candle/candle-metal-kernels/src/tests.rs
src/distributed/link_matrix.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/membership.rs	0.0%	0	candle/candle-flash-attn-v3/build.rs
src/distributed/mod.rs	7.3%	3	vllm/rust/src/engine-core-client/src/lib.rs
src/distributed/network.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/protocol.rs	2.3%	4	candle/candle-metal-kernels/src/kernel.rs
src/distributed/rate_meter.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/replay.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/routing.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/wire.rs	0.0%	0	candle/candle-core/tests/gguf_tests.rs
src/distributed/wire_link.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
src/distributed/wire_mux.rs	0.0%	0	candle/candle-metal-kernels/src/kernel.rs
